fuente,institucion,id_objeto,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,pais,region,subregion,localidad,departamento_museo,clasificacion_original,clasificacion_normalizada,nombre_objeto_original,material_original,dimensiones,linea_credito,repositorio,url_objeto,url_imagen,url_imagen_miniatura,es_dominio_publico,derechos_reproduccion,etiquetas_originales,termino_busqueda,puntaje_textil,estado_curacion,motivo_curacion,conteo_evidencia_textil,conteo_evidencia_exclusion,fecha_descarga
met,The Metropolitan Museum of Art,312946,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 3 13/16 × W. 4 × D. 3/16 in. (9.7 × 10.2 × 0.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312946,https://images.metmuseum.org/CRDImages/ao/original/DP-25880-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25880-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312941,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 4 1/2 × W. 4 5/8 × D. 1/4 in. (11.4 × 11.7 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312941,https://images.metmuseum.org/CRDImages/ao/original/DP-25875-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25875-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312945,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 3 3/4 × W. 4 × D. 1/4 in. (9.5 × 10.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312945,https://images.metmuseum.org/CRDImages/ao/original/DP-25879-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25879-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312248,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 3 1/2 × W. 3 5/8 × D. 1/4 in. (8.9 × 9.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312248,https://images.metmuseum.org/CRDImages/ao/original/DP-25881-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25881-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312250,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 3 1/2 × W. 3 5/8 × D. 3/16 in. (8.9 × 9.1 × 0.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312250,https://images.metmuseum.org/CRDImages/ao/original/DP-25883-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25883-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312249,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 3 1/4 × W. 3 1/2 × D. 5/16 in. (8.3 × 8.9 × 0.8 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312249,https://images.metmuseum.org/CRDImages/ao/original/DP-25882-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25882-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,316945,Border Fragment,Fragmento textil,Paracas,,450–175 BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border fragment,"Cotton, camelid hair",H. 6 3/4  x W.  41 3/8 in. (17.1 x 105.1cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316945,https://images.metmuseum.org/CRDImages/ao/original/DP-28474-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-28474-001.jpg,True,,,Peru textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",2,0,2026-06-15
met,The Metropolitan Museum of Art,310652,Bottle with caiman,,Cupisnique,,1000–800 BCE,Peru,Tembladera,,,The Michael C. Rockefeller Wing,Ceramics-Containers,No textil,Bottle,"Ceramic, post-fire paint (cinnabar)",H. 12 3/4 × W. 8 1/16 × D. 5 3/8 in. (32.4 × 20.5 × 13.7 cm),"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1967","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/310652,https://images.metmuseum.org/CRDImages/ao/original/DP-23559-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23559-001.jpg,True,,,Peru textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['bottle'] | nombre de objeto sugiere objeto no textil: ['bottle']",0,4,2026-06-15
met,The Metropolitan Museum of Art,315703,Feathered Crown,,Chimú,,1200 – 1400 CE,Peru,,,,The Michael C. Rockefeller Wing,Feathers-Costumes,No textil,Crown,"Feathers (Paradise Tanager, Macaw), cotton, skin, cane, copper",H. (incl. stand) 10 1/4 × Diam. 9 1/2 in. (26 × 24.1 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315703,https://images.metmuseum.org/CRDImages/ao/original/DP230213.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP230213.jpg,True,,,Peru textile,1,excluido_no_textil,"material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | material sugiere objeto no textil: ['copper']",1,1,2026-06-15
met,The Metropolitan Museum of Art,312254,Ornamental disk,,Chimú,,1100–1470 CE,Peru,North Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Disk,Gold,D. 1/2 × Diam. 5 1/2 in. (1.3 × 14 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312254,https://images.metmuseum.org/CRDImages/ao/original/DP-25936-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25936-001.jpg,True,,,Peru textile,-12,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament']",0,3,2026-06-15
met,The Metropolitan Museum of Art,315751,Scepter wand with feathers,,Chimú or Chancay,,1200 – 1500 CE,Peru,,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Scepter,"Silver, feathers",Length 14-5/8 in. (37 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315751,https://images.metmuseum.org/CRDImages/ao/original/DP230136.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP230136.jpg,True,,,Peru textile,-8,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'chancay', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['silver']",0,2,2026-06-15
met,The Metropolitan Museum of Art,229102,Dress for a statuette,Objeto textil,,,18th century,,,,,European Sculpture and Decorative Arts,Textiles-Woven,No textil,Dress,"Polychromed lead, glass; silver; silk and silver-gilt lace","(from back of neck to edged of lace)
L. 14 1/2 inches (36.8 cm)","Gift of Loretta Hines Howard, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/229102,https://images.metmuseum.org/CRDImages/es/original/DP-13509-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-13509-001.jpg,True,,,Peru textile,1,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material sugiere objeto no textil: ['silver']",1,1,2026-06-15
met,The Metropolitan Museum of Art,229103,Capelet for a statuette,Objeto textil,,,17th–18th century,,,,,European Sculpture and Decorative Arts,Textiles-Woven,No textil,Capelet,"Polychromed lead, glass; silver; silk and silver-gilt lace","(from neck to edge of lace)
L. 8 x W. (around hem) ca. 39 1/2 inches
20.3 x 100.3 cm","Gift of Loretta Hines Howard, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/229103,https://images.metmuseum.org/CRDImages/es/original/DP-13509-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-13509-001.jpg,True,,,Peru textile,1,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material sugiere objeto no textil: ['silver']",1,1,2026-06-15
met,The Metropolitan Museum of Art,315761,Miniature bottle,,Chimú or Chancay,,1300–1470 CE,Peru,North or Central Coast,,,The Michael C. Rockefeller Wing,Metal-Containers,No textil,Bottle,Silver,H. 3 3/4 × W. 2 7/8 × D. 1 1/2 in. (9.5 × 7.4 × 3.8 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315761,https://images.metmuseum.org/CRDImages/ao/original/DP-27250-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27250-001.jpg,True,,,Peru textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'chancay', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['silver'] | título sugiere objeto no textil: ['bottle'] | nombre de objeto sugiere objeto no textil: ['bottle']",0,4,2026-06-15
met,The Metropolitan Museum of Art,308287,Tabard,,Chimú,,1400–1600 CE,Peru,,,,The Michael C. Rockefeller Wing,Feathers-Costumes,Candidato textil para revisión,Tabard,"Cotton, feathers, plant fiber",H. 30 × W. 25 in. (76.2 × 63.5 cm),"Fletcher Fund, 1959","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308287,https://images.metmuseum.org/CRDImages/ao/original/DP-41559-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-41559-001.jpg,True,,Birds,Peru textile,5,revision_manual,"material contiene fibras o soporte textil: ['cotton', 'fiber'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu']",1,0,2026-06-15
met,The Metropolitan Museum of Art,315748,Miniature slingshot,,Chimú or Chancay,,1300–1470 CE,Peru,North or Central Coast,,,The Michael C. Rockefeller Wing,Metal-Implements,No textil,Sling shot,"Silver, feathers, wood",H. 2 1/2 × W. 8 × D. 1 × L. 18 1/8 in. (6.4 × 20.3 × 2.5 × 46 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315748,https://images.metmuseum.org/CRDImages/ao/original/DP-27319-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27319-001.jpg,True,,,Peru textile,-8,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'chancay', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['silver', 'wood']",0,2,2026-06-15
met,The Metropolitan Museum of Art,317796,Crown,,Chimú,,800–1400 CE,Peru,,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Crown,Gold,H. 5 1/2 x Diam. 7 in. (13.9 x 17.8 cm),"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1996","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/317796,https://images.metmuseum.org/CRDImages/ao/original/DP-27415-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27415-001.jpg,True,,,Peru textile,-8,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold']",0,2,2026-06-15
met,The Metropolitan Museum of Art,308482,Rattle bowl with flying figure (Oculate Being),,Paracas,,350 BCE–60 CE,Peru,Ica Valley,,,The Michael C. Rockefeller Wing,Ceramics-Containers,No textil,Bowl,"Ceramic, post-fire paint",H. 2 1/8 × W. 6 7/8 × D. 6 7/8 in. (5.4 × 17.5 × 17.5 cm),"Gift of Nathan Cummings, 1963","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308482,https://images.metmuseum.org/CRDImages/ao/original/DP-23569-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23569-001.jpg,True,,,Peru textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'paracas'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['bowl', 'figure'] | nombre de objeto sugiere objeto no textil: ['bowl']",0,4,2026-06-15
met,The Metropolitan Museum of Art,313226,Funerary staff,,Inca,,1400–1535 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Wood-Sculpture,No textil,Staff,"Wood, paint",H. 62 1/4 x W. 2 5/8 x D. 1 in. (158.2 x 6.7 x 2.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313226,https://images.metmuseum.org/CRDImages/ao/original/DP-23808-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23808-001.jpg,True,,,Inca textile,-8,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['sculpture'] | material sugiere objeto no textil: ['wood']",0,2,2026-06-15
met,The Metropolitan Museum of Art,313053,Funerary staff,,Inca,,1400–1535 CE,Peru,,,,The Michael C. Rockefeller Wing,Wood-Sculpture,No textil,Tomb staff,"Wood, paint",H. 51 x W. 2 7/8 x D. 5/8 in. (129.5 x 7.3 x 1.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313053,https://images.metmuseum.org/CRDImages/ao/original/DP-23809-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23809-001.jpg,True,,Birds,Inca textile,-8,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['sculpture'] | material sugiere objeto no textil: ['wood']",0,2,2026-06-15
met,The Metropolitan Museum of Art,315486,Tumi (knife) with a talon,,Inca,,1400–1535 CE,Peru,,,,The Michael C. Rockefeller Wing,Metal-Implements,No textil,Knife,Tin bronze,H. 6 3/4 × W. 6 1/4 × D. 2 1/2 in. (17.1 × 15.9 × 6.4 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315486,https://images.metmuseum.org/CRDImages/ao/original/DP108299.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP108299.jpg,True,,,Inca textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['bronze'] | título sugiere objeto no textil: ['knife'] | nombre de objeto sugiere objeto no textil: ['knife']",0,4,2026-06-15
